time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2000-06-30T23:32:26.660Z,44.269,146.265,72.9,4.9,mb,10,,,0.84,us,usp0009vgq,2014-11-07T01:10:26.358Z,"39 km NE of Otrada, Russia",earthquake,,7.8,,1,reviewed,us,us
2000-06-30T22:36:47.300Z,-39.23,177.47,36,3.4,ml,14,,,,us,usp0009vgp,2014-11-07T01:10:26.356Z,"23 km SSE of Wairoa, New Zealand",earthquake,,,,,reviewed,wel,wel
2000-06-30T22:33:48.400Z,50.666,6.124,12.6,2.6,ml,8,,,,us,usp0009vgn,2014-11-07T01:10:26.354Z,"0 km ESE of Raeren, Belgium",earthquake,,,,,reviewed,ldg,ldg
2000-06-30T22:19:02.440Z,46.7495,-122.8063333,6.287,2.7,md,25,66,0.3629,0.19,uw,uw10525148,2016-07-23T00:01:11.860Z,"7 km SE of Bucoda, Washington",explosion,0.028,0.11,0.03,5,reviewed,uw,uw
2000-06-30T20:33:42.010Z,37.399,141.503,42.1,5.4,mwc,216,,,0.9,us,usp0009vgk,2022-04-29T18:43:13.619Z,"45 km ESE of Namie, Japan",earthquake,,,,,reviewed,us,hrv
2000-06-30T20:13:45.760Z,-3.272,138.539,33,3.7,mb,7,,,1.23,us,usp0009vgj,2014-11-07T01:10:26.323Z,"244 km WSW of Abepura, Indonesia",earthquake,,,,1,reviewed,us,us
2000-06-30T19:53:23.660Z,52.491,-178.787,205.6,4.5,mb,72,,,0.93,us,usp0009vgg,2020-02-20T20:18:08.502Z,"162 km WNW of Adak, Alaska",earthquake,,6.2,,37,reviewed,us,us
2000-06-30T19:35:07.200Z,34.563,-119.864,2.278,2.19,mc,0,146.5,0.1007,0.194,ci,ci9155979,2016-02-16T19:10:34.710Z,"14km NNW of Goleta, California",earthquake,,1.967,,5,reviewed,ci,ci
2000-06-30T19:11:44.210Z,34.088,139.264,10,4.5,mb,33,,,1.04,us,usp0009vgf,2014-11-07T01:10:26.313Z,"71 km SSE of Shimoda, Japan",earthquake,,,,18,reviewed,us,us
2000-06-30T19:02:33.056Z,54.4807,-160.9494,12.8,2.8,ml,,,,0.69,ak,ak0008db4wcp,2020-02-20T20:18:17.944Z,"99 km SSW of Sand Point, Alaska",earthquake,,1.7,,,reviewed,ak,ak
