time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2002-04-30T23:44:57.767Z,59.8877,-152.6385,80.6,2.1,ml,,,,0.42,ak,ak0025iug64w,2019-02-12T16:42:59.643Z,"46 km WNW of Anchor Point, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2002-04-30T23:36:56.900Z,44.103,11.541,5,2.3,md,7,,,,us,usp000b3gq,2014-11-07T01:15:29.842Z,"1 km S of Palazzuolo sul Senio, Italy",earthquake,,,,,reviewed,rom,rom
2002-04-30T23:02:01.130Z,36.275,71.117,200,3.9,mb,12,,,0.57,us,usp000b3gp,2014-11-07T01:15:29.840Z,"58 km SW of Ashk?sham, Afghanistan",earthquake,,,,3,reviewed,us,us
2002-04-30T23:01:02.670Z,-0.569,123.192,33,5.1,mwc,57,,,1.15,us,usp000b3gn,2022-05-02T15:57:32.258Z,"Sulawesi, Indonesia",earthquake,,,,,reviewed,us,hrv
2002-04-30T22:57:57.100Z,44.122,11.535,8.5,2.2,md,4,,,,us,usp000b3gk,2014-11-07T01:15:29.831Z,"northern Italy",earthquake,,,,,reviewed,rom,rom
2002-04-30T22:43:21.810Z,19.351,-67.71,25,2.7,ml,5,,,,us,usp000b3gj,2014-11-07T01:15:29.830Z,"112 km NE of Punta Cana, Dominican Republic",earthquake,,,,,reviewed,rspr,rspr
2002-04-30T22:34:27.500Z,44.109,11.545,5,2.2,md,6,,,,us,usp000b3gh,2014-11-07T01:15:29.829Z,"0 km SSE of Palazzuolo sul Senio, Italy",earthquake,,,,,reviewed,rom,rom
2002-04-30T22:33:21.700Z,-36.584,-71.328,149.8,3.5,md,4,,,,us,usp000b3gg,2014-11-07T01:15:29.828Z,"45 km E of Coihueco, Chile",earthquake,,,,,reviewed,guc,guc
2002-04-30T22:26:30.000Z,44.134,11.535,10,2,md,4,,,,us,usp000b3gf,2014-11-07T01:15:29.827Z,"2 km NNW of Palazzuolo sul Senio, Italy",earthquake,,,,,reviewed,rom,rom
2002-04-30T22:20:54.700Z,44.125,11.547,5,2.2,md,7,,,,us,usp000b3gc,2014-11-07T01:15:29.823Z,"1 km NNE of Palazzuolo sul Senio, Italy",earthquake,,,,,reviewed,rom,rom
2002-04-30T22:13:58.300Z,43.917,11.378,5,2,md,4,,,,us,usp000b3gb,2014-11-07T01:15:29.822Z,"4 km S of Borgo San Lorenzo, Italy",earthquake,,,,,reviewed,rom,rom
2002-04-30T22:13:42.900Z,44.086,11.511,5,2,md,5,,,,us,usp000b3ga,2014-11-07T01:15:29.821Z,"3 km SW of Palazzuolo sul Senio, Italy",earthquake,,,,,reviewed,rom,rom
2002-04-30T22:06:38.500Z,44.129,11.542,5.1,2.9,md,42,,,,us,usp000b3g9,2014-11-07T01:15:29.816Z,"1 km N of Palazzuolo sul Senio, Italy",earthquake,,,,,reviewed,rom,rom
2002-04-30T22:04:43.820Z,-45.01,167.176,33,4.9,ml,24,,,1.42,us,usp000b3g8,2014-11-07T01:15:29.814Z,"62 km NW of Te Anau, New Zealand",earthquake,,,,,reviewed,us,wel
2002-04-30T21:55:58.300Z,44.112,11.539,5,2.2,md,5,,,,us,usp000b3g5,2014-11-07T01:15:29.811Z,"0 km WSW of Palazzuolo sul Senio, Italy",earthquake,,,,,reviewed,rom,rom
2002-04-30T21:54:17.600Z,49.342,6.779,1,2.3,ml,5,,,,us,usp000b3g4,2014-11-07T01:15:29.809Z,"2 km SW of Saarwellingen, Germany",earthquake,,,,,reviewed,ldg,ldg
2002-04-30T21:50:30.600Z,44.09,11.531,7.2,2.3,md,7,,,,us,usp000b3g3,2014-11-07T01:15:29.808Z,"2 km SSW of Palazzuolo sul Senio, Italy",earthquake,,,,,reviewed,rom,rom
2002-04-30T21:50:00.500Z,50.406,4.154,3,2.7,ml,20,,,,us,usp000b3g2,2014-11-07T01:15:29.805Z,"0 km SSE of Waudrez, Belgium",earthquake,,,,,reviewed,ldg,ldg
2002-04-30T21:49:24.300Z,44.031,11.504,7.5,2.3,md,7,,,,us,usp000b3g1,2014-11-07T01:15:29.803Z,"6 km ENE of Ronta, Italy",earthquake,,,,,reviewed,rom,rom
