time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2009-10-31T23:12:57.523Z,63.2207,-149.1121,82.7,2.3,ml,,,,0.7,ak,ak009dz5562g,2019-02-13T12:57:19.568Z,"20 km SSW of Cantwell, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2009-10-31T23:02:38.530Z,52.366,-173.899,189.5,3.6,m,30,176.1,,,us,usp000h3me,2019-02-13T12:57:19.122Z,"27 km NE of Atka, Alaska",earthquake,,,,,reviewed,aeic,aeic
2009-10-31T22:50:03.660Z,-5.003,102.979,67.5,5,mwc,140,28.5,,1.07,us,usp000h3md,2016-11-10T02:19:47.748Z,"112 km SSW of Pagar Alam, Indonesia",earthquake,,3.6,,,reviewed,us,gcmt
2009-10-31T21:49:41.380Z,36.518,-121.1035,9.84,2.17,md,62,47,0.06036,0.06,nc,nc71303095,2017-01-21T03:11:36.760Z,"22 km ENE of Soledad, California",earthquake,0.11,0.28,0.187,76,reviewed,nc,nc
2009-10-31T21:40:25.220Z,-17.732,167.77,35,4.7,mb,24,88.5,,0.97,us,usp000h3mc,2014-11-07T01:40:00.068Z,"57 km W of Port-Vila, Vanuatu",earthquake,,,,3,reviewed,us,us
2009-10-31T20:34:44.620Z,-30.329,-177.888,48.6,4.9,mb,44,103.8,,1.04,us,usp000h3mb,2014-11-07T01:40:00.062Z,"Kermadec Islands, New Zealand",earthquake,,11.5,,13,reviewed,us,us
2009-10-31T20:20:09.154Z,51.7341,179.9788,11.9,2,ml,,,,0.51,ak,ak009dz3eh8z,2019-02-13T12:57:25.791Z,"234 km W of Adak, Alaska",earthquake,,6,,,reviewed,ak,ak
2009-10-31T19:33:39.550Z,37.5611667,-118.6423333,10.171,2.3,md,48,30,0.07297,0.06,nc,nc71303025,2018-06-13T20:46:21.393Z,"3 km ESE of Sunny Slopes, California",earthquake,0.19,0.59,0.152,52,reviewed,nc,nc
2009-10-31T19:22:04.740Z,53.581,-163.286,26.7,2.8,ml,17,238.9,,,us,usp000h3ma,2019-02-13T12:57:16.700Z,"141 km S of False Pass, Alaska",earthquake,,,,,reviewed,aeic,aeic
2009-10-31T19:09:51.580Z,-11.376,166.376,133.9,5.9,mwc,334,23.6,,0.86,us,usp000h3m9,2022-05-02T21:24:54.972Z,"95 km SE of Lata, Solomon Islands",earthquake,,,,,reviewed,us,us
