time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2006-11-30T23:59:00.062Z,62.9608,-149.5549,77.6,2.2,ml,,,,0.41,ak,ak006fcrjj3q,2019-02-13T05:44:09.255Z,"56 km SSW of Cantwell, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2006-11-30T23:38:12.930Z,-29.761,-111.958,10,5.6,mwc,37,62.9,,1.1,us,usp000ez8q,2022-05-02T18:33:04.932Z,"Easter Island region",earthquake,,,,,reviewed,us,gcmt
2006-11-30T23:16:46.070Z,19.2706667,-155.3551667,6.489,2.06,ml,40,137,,0.14,hv,hv5541153,2020-03-31T19:24:59.310Z,"14 km ENE of P?hala, Hawaii",earthquake,0.46,0.66,0.2,9,reviewed,hv,hv
2006-11-30T23:08:43.680Z,-53.049,-133.583,10,4.1,mb,14,115.2,,1.04,us,usp000ez8p,2014-11-07T01:30:59.617Z,"Pacific-Antarctic Ridge",earthquake,,,,5,reviewed,us,us
2006-11-30T22:40:52.930Z,10.679,-61.994,12,3.5,md,6,248.6,,,us,usp000ez8n,2014-11-07T01:30:59.616Z,"Trinidad",earthquake,,,,,reviewed,trn,trn
2006-11-30T22:26:37.950Z,17.351,-67.696,17.9,3.2,md,5,325.4,,,us,usp000ez8m,2014-11-07T01:30:59.614Z,"87 km SW of Pole Ojea, Puerto Rico",earthquake,,,,,reviewed,rspr,rspr
2006-11-30T22:01:47.650Z,-53.623,-134.546,10,4.5,mb,13,150.6,,0.78,us,usp000ez8k,2014-11-07T01:30:59.612Z,"Pacific-Antarctic Ridge",earthquake,,,,5,reviewed,us,us
2006-11-30T21:20:11.590Z,-53.844,-134.359,10,6.2,mwb,115,33.7,,1.16,us,usp000ez8j,2022-05-02T18:33:00.016Z,"Pacific-Antarctic Ridge",earthquake,,,,,reviewed,us,us
2006-11-30T21:20:07.550Z,2.802,95.423,30,4.4,mb,18,220.6,,0.54,us,usp000ez8h,2014-11-07T01:30:59.581Z,"112 km WNW of Sinabang, Indonesia",earthquake,,,,6,reviewed,us,us
2006-11-30T21:09:18.530Z,19.944,-65.301,25.1,3.8,md,12,323.4,,,us,usp000ez8g,2014-11-07T01:30:59.579Z,"177 km NNE of Vieques, Puerto Rico",earthquake,,,,,reviewed,rspr,rspr
2006-11-30T20:29:11.810Z,19.9171667,-156.0673333,38.119,2.36,ml,19,267,,0.08,hv,hv5541130,2020-03-31T19:24:58.860Z,"22 km NNW of Kalaoa, Hawaii",earthquake,1.11,1.85,0.09,2,reviewed,hv,hv
2006-11-30T20:23:14.060Z,57.7024,-156.3562,118.3,2.5,ml,,,,0.43,ak,ak006fcpjjla,2019-02-13T05:44:18.663Z,"65 km ENE of Ugashik, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2006-11-30T20:14:22.780Z,39.4126667,-111.2123333,-0.38,2.21,ml,16,48,0.1161,0.16,uu,uu50327605,2018-08-28T22:13:23.120Z,"19 km WSW of Hiawatha, Utah",earthquake,0.45,3.8,,6,reviewed,uu,uu
2006-11-30T20:12:58.070Z,36.402,-116.894,9.298,3.13,ml,23,56,0.06963,0.26,ci,ci10220301,2018-04-24T20:38:56.083Z,"6km SW of Furnace Creek, CA",earthquake,0.39,1.25,0.141,90,reviewed,ci,ci
2006-11-30T19:57:00.330Z,-21.249,-175.036,10,4.5,mb,11,203.5,,1.02,us,usp000ez8d,2014-11-07T01:30:59.573Z,"11 km SE of Tatakamotonga, Tonga",earthquake,,,,1,reviewed,us,us
2006-11-30T19:12:13.310Z,47.614,156.229,10,4.3,mb,18,136.8,,0.68,us,usp000ez8b,2014-11-07T01:30:59.569Z,"east of the Kuril Islands",earthquake,,,,3,reviewed,us,us
2006-11-30T18:45:35.200Z,36.48,26.94,122,4,mb,85,43.2,,,us,usp000ez89,2014-11-07T01:30:59.561Z,"22 km SW of Mandráki, Greece",earthquake,,,,15,reviewed,ath,us
2006-11-30T18:37:29.630Z,19.0585,-154.5163333,5.48,2.43,ml,30,320,,0.12,hv,hv5541115,2020-03-31T19:24:58.720Z,"62 km SE of Leilani Estates, Hawaii",earthquake,10.02,7.64,0.18,6,reviewed,hv,hv
2006-11-30T18:33:11.210Z,53.765,-164.115,32.1,2.8,ml,4,254,,,us,usp000ez88,2019-02-13T05:44:08.065Z,"116 km ESE of Akutan, Alaska",earthquake,,,,,reviewed,aeic,aeic
2006-11-30T17:50:59.680Z,47.6825,-120.203,-0.521,2.5,md,22,69,0.118,0.34,uw,uw10709588,2016-07-22T22:35:46.210Z,"0 km NNE of Entiat, Washington",earthquake,0.751,,0.05,5,reviewed,uw,uw
2006-11-30T17:40:45.000Z,-30.457,-71.548,34.1,2.8,ml,4,238.9,,,us,usp000ez87,2014-11-07T01:30:59.558Z,"37 km WNW of Ovalle, Chile",earthquake,,,,,reviewed,guc,guc
2006-11-30T17:39:47.150Z,-11.19,117.589,43.1,4.3,mb,29,76.1,,1.06,us,usp000ez86,2014-11-07T01:30:59.555Z,"298 km S of Sumbawa Besar, Indonesia",earthquake,,15.3,,10,reviewed,us,us
2006-11-30T17:22:32.385Z,51.6452,-174.8786,50.8,2.5,ml,,,,0.17,ak,ak006fcnr2h2,2019-02-13T05:44:16.467Z,"77 km SW of Atka, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2006-11-30T16:42:40.460Z,-30.431,-71.548,43.5,4.9,mb,68,82.1,,0.9,us,usp000ez85,2014-11-07T01:30:59.546Z,"38 km WNW of Ovalle, Chile",earthquake,,4.4,,24,reviewed,us,us
2006-11-30T16:12:55.440Z,48.343,154.694,10,3.9,mb,14,137.9,,0.88,us,usp000ez84,2014-11-07T01:30:59.545Z,"279 km SSW of Severo-Kuril’sk, Russia",earthquake,,,,1,reviewed,us,us
2006-11-30T15:32:03.300Z,38.46,21.85,25,3.2,md,4,157.3,,,us,usp000ez83,2014-11-07T01:30:59.544Z,"7 km NNE of Náfpaktos, Greece",earthquake,,,,,reviewed,ath,ath
2006-11-30T15:15:14.230Z,46.807,153.838,10,4.7,mb,65,134.9,,1.29,us,usp000ez82,2014-11-07T01:30:59.537Z,"Kuril Islands",earthquake,,,,25,reviewed,us,us
2006-11-30T14:58:22.750Z,36.385,70.127,195.7,4.8,mb,58,42.8,,0.96,us,usp000ez81,2014-11-07T01:30:59.531Z,"31 km SE of Farkh?r, Afghanistan",earthquake,,,,29,reviewed,us,us
2006-11-30T14:39:27.770Z,19.3218333,-155.2188333,8.382,2.04,ml,39,76,,0.11,hv,hv5541076,2020-03-31T19:24:58.400Z,"13 km S of Volcano, Hawaii",earthquake,0.3,0.35,0.15,10,reviewed,hv,hv
2006-11-30T14:22:06.930Z,37.1316667,-121.5298333,7.361,2.14,md,86,61,0.01982,0.07,nc,nc51176399,2017-01-15T16:25:35.590Z,"8 km NE of San Martin, California",earthquake,0.12,0.33,0.229,61,reviewed,nc,nc
