time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-11-30T23:37:33.990Z,-6.2601,147.7483,72.04,4.9,mb,,37,3.178,0.83,us,usb000t1gl,2015-02-24T00:35:14.040Z,"34 km NNW of Finschhafen, Papua New Guinea",earthquake,7.2,6.9,0.074,60,reviewed,us,us
2014-11-30T23:22:00.210Z,4.2444,-71.446,15.54,4.3,mb,,104,2.927,1.12,us,usc000t6u5,2015-02-24T00:35:14.040Z,"61 km S of Orocué, Colombia",earthquake,5.7,5.4,0.177,10,reviewed,us,us
2014-11-30T23:12:38.270Z,-11.6172,162.0625,18.79,4.1,mb,,140,3.002,0.82,us,usc000t6t1,2015-02-24T00:35:14.040Z,"129 km S of Kirakira, Solomon Islands",earthquake,9,6.5,0.157,13,reviewed,us,us
2014-11-30T22:59:56.100Z,44.9888,-111.8663,8.8,3.3,mc,65,35.99999712000023,0.2730878,0.18,mb,mb14382894,2014-12-02T18:24:10.158Z,"34 km S of Virginia City, Montana",earthquake,0.3,0.6,0.5,3,automatic,mb,mb
2014-11-30T22:53:05.510Z,-4.0295,-80.6975,30.5,4.2,mb,,134,4.796,0.72,us,usb000t1ip,2015-02-24T00:35:14.040Z,"6 km NE of Papayal, Peru",earthquake,7.6,8,0.199,7,reviewed,us,us
2014-11-30T22:46:30.180Z,19.5246667,-156.4638333,37.233,3.46,ml,20,244,,0.17,hv,hv60809551,2020-07-06T20:44:06.990Z,"50 km WSW of Kailua-Kona, HI",earthquake,1.41,2.46,0.182,32,reviewed,hv,hv
2014-11-30T22:01:53.090Z,38.409,-122.6221667,4.976,2.13,md,59,50,0.03784,0.08,nc,nc72358436,2017-02-05T07:52:25.670Z,"6 km W of Kenwood, California",earthquake,0.11,0.24,0.176,53,reviewed,nc,nc
2014-11-30T21:40:32.473Z,61.4534,-147.0768,42.7,2,ml,,,,0.54,ak,ak014fcq8nsf,2019-05-21T02:31:03.879Z,"49 km SE of Glacier View, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2014-11-30T21:39:51.510Z,33.821,-115.5646667,3.645,2.26,ml,40,49,0.1291,0.2,ci,ci37065287,2016-03-12T02:38:25.252Z,"19km NW of Desert Center, CA",earthquake,0.3,1.06,0.156,52,reviewed,ci,ci
2014-11-30T21:02:24.320Z,36.4084,67.968,25.95,4.6,mb,,63,2.059,0.96,us,usb000t1ft,2015-02-24T00:35:14.040Z,"16 km NNW of A?bak, Afghanistan",earthquake,6,4.4,0.126,24,reviewed,us,us
2014-11-30T20:42:21.910Z,40.4771667,-124.1975,25.092,2.91,md,21,100,0.08378,0.08,nc,nc72358421,2017-02-05T07:52:05.730Z,"8 km WSW of Rio Dell, California",earthquake,0.35,0.52,0.159,63,reviewed,nc,nc
2014-11-30T19:51:13.700Z,18.7994,-64.3376,31,3.3,Md,12,309.6,0.46263237,0.23,pr,pr14334010,2015-03-20T02:10:24.681Z,"70 km NE of Cruz Bay, U.S. Virgin Islands",earthquake,3.3,6.6,0,7,reviewed,pr,pr
2014-11-30T19:31:40.380Z,37.0615,-98.0508333,5.93,2.38,ml,11,157,0.07131,0.08,ismpkansas,ismpkansas70054018,2015-07-19T21:49:51.340Z,"7 km N of Manchester, Oklahoma",earthquake,0.27,0.89,0.131,16,reviewed,ismp,ismp
2014-11-30T19:25:09.570Z,37.0605,-98.0563333,4.87,2.23,ml,11,161,0.07012,0.06,ismpkansas,ismpkansas70054013,2015-07-19T21:49:47.520Z,"7 km NNW of Manchester, Oklahoma",earthquake,0.34,1.06,0.134,17,reviewed,ismp,ismp
2014-11-30T18:53:44.750Z,-7.0554,129.6262,147.59,4.4,mb,,86,1.897,1.38,us,usc000t6ud,2015-02-24T00:35:14.040Z,"Kepulauan Babar, Indonesia",earthquake,7.2,12.9,0.268,4,reviewed,us,us
2014-11-30T18:53:01.460Z,40.1886667,-121.0773333,11.215,2.34,md,36,62,0.03694,0.2,nc,nc72358391,2017-02-05T07:51:19.260Z,"1 km NNW of Canyondam, California",earthquake,0.32,0.56,0.164,32,reviewed,nc,nc
2014-11-30T18:42:12.230Z,64.3676,-17.5914,9.66,4.7,mb,,147,1.657,0.8,us,usb000t1fk,2015-02-24T00:35:14.040Z,"115 km W of Höfn, Iceland",earthquake,9.1,4,0.274,4,reviewed,us,us
2014-11-30T18:08:51.420Z,40.178,-121.0778333,9.185,2.09,md,26,60,0.04775,0.26,nc,nc72358381,2017-02-05T07:51:06.765Z,"0 km NNW of Canyondam, California",earthquake,0.47,0.61,0.176,29,reviewed,nc,nc
2014-11-30T18:03:05.880Z,3.4695,90.1419,35,5,mb,,108,7.007,1.2,us,usb000t1f6,2015-02-24T00:35:14.040Z,"off the west coast of northern Sumatra",earthquake,7.1,1.8,0.115,27,reviewed,us,us
2014-11-30T16:58:10.270Z,-3.5429,147.393,10,4.7,mb,,75,1.49,1,us,usb000t1f0,2015-02-24T00:35:14.040Z,"167 km S of Lorengau, Papua New Guinea",earthquake,6.6,1.9,0.123,22,reviewed,us,us
2014-11-30T16:40:50.600Z,37.913,-121.864,10.635,2.47,md,55,70,0.04144,0.12,nc,nc72358356,2017-02-05T07:50:54.740Z,"7 km ESE of Clayton, California",earthquake,0.19,0.4,0.143,74,reviewed,nc,nc
2014-11-30T16:28:14.500Z,51.26,19.07,10,4.5,mb,,,,1.24,us,usb000t1ew,2020-07-10T18:43:11.856Z,"8 km SSW of Szczerców, Poland",earthquake,4.5,3.9,0.171,13,reviewed,csem,us
2014-11-30T16:01:02.100Z,37.37,26.82,2,3.8,mb,,,,0.94,us,usb000t1er,2015-02-24T00:35:14.040Z,"16 km SW of Megálo Chorió, Greece",earthquake,5.8,5.5,0.506,1,reviewed,csem,us
2014-11-30T15:56:38.160Z,-24.5437,-176.942,132.37,4.3,mb,,209,8.219,1.14,us,usc000t6uc,2015-02-24T00:35:14.040Z,"south of the Fiji Islands",earthquake,22.8,12.6,0.218,7,reviewed,us,us
2014-11-30T15:46:46.700Z,36.7158,-97.9239,5,2.7,ml,,91,,0.63,us,usb000t1yk,2020-03-18T20:56:49.762Z,"11 km W of Jefferson, Oklahoma",earthquake,1.4,6.6,,,reviewed,tul,tul
2014-11-30T15:42:59.000Z,51.1999,-175.0638,25.6,4,mb,,262,,0.71,us,usb000t1fy,2019-05-21T02:30:59.720Z,"125 km SSW of Atka, Alaska",earthquake,7.1,6.8,0.1,32,reviewed,ak,us
2014-11-30T15:29:35.900Z,18.8812,-64.5625,7,2.2,Md,3,313.2,0.464429,0.07,pr,pr14334009,2014-11-30T16:24:29.843Z,"65 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,7.7,7.4,0,3,reviewed,pr,pr
2014-11-30T15:28:06.880Z,-14.6457,-76.3875,10,4.1,mb,,173,2.679,0.63,us,usb000t1en,2015-02-24T00:35:13.040Z,"87 km S of Paracas, Peru",earthquake,5.3,1.9,0.235,6,reviewed,us,us
