time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2010-08-31T23:55:03.240Z,70.818,-6.407,10,4.5,mb,39,108.5,,0.98,us,usp000hk01,2014-11-07T01:42:19.061Z,"85 km E of Olonkinbyen, Svalbard and Jan Mayen",earthquake,,,,3,reviewed,us,us
2010-08-31T21:57:27.860Z,51.478,179.358,62.4,2.8,ml,16,121.3,,,us,usp000hk00,2018-07-06T21:43:29.219Z,"280 km W of Adak, Alaska",earthquake,,,,,reviewed,aeic,aeic
2010-08-31T21:21:39.710Z,-37.187,177.655,79.4,4,ml,44,192.1,,,us,usp000hjzz,2014-11-07T01:42:19.056Z,"96 km NNE of Opotiki, New Zealand",earthquake,,,,,reviewed,wel,wel
2010-08-31T21:16:00.940Z,13.816,144.85,125.1,5.1,mwc,165,24.6,,0.96,us,usp000hjzy,2016-11-10T02:32:31.048Z,"31 km N of Yigo Village, Guam",earthquake,,5.9,,,reviewed,us,gcmt
2010-08-31T21:09:43.891Z,52.6158,-169.2303,15.7,2.1,ml,,,,0.63,ak,ak010b685gj9,2018-07-06T21:43:19.535Z,"43 km SW of Nikolski, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2010-08-31T20:51:57.290Z,32.3365,-115.4278333,9.779,2.08,ml,7,276,0.4012,0.28,ci,ci10790181,2016-03-10T09:36:00.166Z,"22km W of Delta, B.C., MX",earthquake,3.34,31.61,0.054,12,reviewed,ci,ci
2010-08-31T20:47:47.060Z,-3.587,127.414,53.3,5,mwc,98,48.4,,1.23,us,usp000hjzx,2022-05-02T22:11:01.731Z,"86 km W of Ambon, Indonesia",earthquake,,6.4,,,reviewed,us,gcmt
2010-08-31T20:34:52.285Z,52.6537,-169.3659,15.6,2.4,ml,,,,0.67,ak,ak010b67peh8,2018-07-06T21:43:19.230Z,"46 km SW of Nikolski, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2010-08-31T20:21:33.990Z,32.2768333,-115.395,9.952,2.2,ml,8,236,0.4652,0.26,ci,ci10790173,2016-03-14T19:50:07.332Z,"21km WSW of Delta, B.C., MX",earthquake,2.71,31.61,0.233,14,reviewed,ci,ci
2010-08-31T20:03:34.840Z,54.484,-161.458,13.4,3.1,ml,19,231.5,,,us,usp000hjzw,2018-07-06T21:43:18.908Z,"84 km SE of King Cove, Alaska",earthquake,,,,,reviewed,aeic,aeic
2010-08-31T18:52:18.860Z,-6.277,147.536,66.1,4.2,mb,20,126.9,,1.15,us,usp000hjzv,2014-11-07T01:42:19.031Z,"46 km NW of Finschhafen, Papua New Guinea",earthquake,,15,,5,reviewed,us,us
2010-08-31T18:27:31.520Z,36.582,141.37,48,4.4,mwr,44,115.5,,1.4,us,usp000hjzu,2014-11-07T01:42:19.026Z,"59 km ESE of Kitaibaraki, Japan",earthquake,,6,,,reviewed,us,nied
2010-08-31T18:23:15.051Z,52.7152,-169.5243,7.3,2.5,ml,,,,0.74,ak,ak010b66g3ip,2018-07-06T21:43:17.079Z,"51 km WSW of Nikolski, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2010-08-31T17:48:39.490Z,51.62,-177.68,76.3,2.6,m,20,190.4,,,us,usp000hjzt,2018-07-06T21:43:16.440Z,"77 km WSW of Adak, Alaska",earthquake,,,,,reviewed,aeic,aeic
2010-08-31T17:33:57.770Z,47.3591667,-122.7568333,18.02,2.1,md,22,75,0.1441,0.26,uw,uw10802288,2016-07-22T17:13:21.020Z,"1 km NNE of Vaughn, Washington",earthquake,1.197,1.82,0.09,7,reviewed,uw,uw
